Job ID,Job Title,Industry,Location,Company,Education Level,Experience Level,Salary (INR),Remote Option,Hired,Job Type,Skills Required,Posted Date,Application Deadline,Interview Rounds,Job Description Snippet,Company Rating,Expected Joining Time (days),Internship Stipend
JOB20257034,Machine Learning Engineer,Technology,Ahmedabad,TCS,Diploma,6-10 years,1396818,No,No,Internship,"AWS, Node.js, Data Analysis, SQL",2025-03-02,2025-03-15,3,Machine Learning Engineer role at TCS requiring skills in AWS and more.,3.3,38,8447
JOB20257035,Data Scientist,Healthcare,Remote,Infosys,High School,6-10 years,1674289,Yes,Yes,Part-time,"Machine Learning, React",2025-04-19,2025-05-06,2,Data Scientist role at Infosys requiring skills in Machine Learning and more.,3.5,35,0
JOB20257036,Cybersecurity Analyst,Technology,Gurgaon,TCS,Diploma,Fresher,492018,Yes,Yes,Part-time,"React, AWS",2025-04-04,2025-04-16,2,Cybersecurity Analyst role at TCS requiring skills in React and more.,3.9,28,0
JOB20257037,Software Engineer,Finance,Noida,Wipro,High School,3-5 years,1052130,Yes,Yes,Full-time,"Django, SQL, Data Analysis, Machine Learning, React",2025-04-10,2025-04-20,3,Software Engineer role at Wipro requiring skills in Django and more.,3.7,15,0
JOB20257038,UI/UX Designer,Logistics,Pune,Flipkart,Master's,Fresher,342743,Yes,Yes,Internship,"Machine Learning, JavaScript",2025-03-01,2025-03-26,5,UI/UX Designer role at Flipkart requiring skills in Machine Learning and more.,4.0,56,19071
JOB20257039,Backend Developer,Manufacturing,Mumbai,Flipkart,PhD,3-5 years,917574,No,No,Internship,"Java, React, Node.js, JavaScript",2025-04-04,2025-05-01,3,Backend Developer role at Flipkart requiring skills in Java and more.,3.2,57,19884
JOB20257040,Business Analyst,Retail,Hyderabad,Wipro,PhD,1-2 years,573825,Yes,Yes,Contract,"Django, Machine Learning, Data Analysis",2025-04-12,2025-04-30,4,Business Analyst role at Wipro requiring skills in Django and more.,4.0,23,0
JOB20257041,Frontend Developer,Energy,Delhi,Flipkart,PhD,1-2 years,709509,Yes,No,Part-time,"Python, JavaScript, SQL",2025-03-05,2025-04-01,2,Frontend Developer role at Flipkart requiring skills in Python and more.,4.8,23,0
JOB20257042,UI/UX Designer,Education,Hyderabad,Microsoft,High School,Fresher,523362,No,Yes,Part-time,"Data Analysis, SQL, AWS, Java",2025-04-04,2025-05-03,5,UI/UX Designer role at Microsoft requiring skills in Data Analysis and more.,3.5,56,0
JOB20257043,Product Manager,Education,Chennai,Flipkart,Bachelor's,Fresher,451250,Yes,No,Internship,"Django, AWS, Python, Data Analysis, Node.js",2025-04-14,2025-05-09,1,Product Manager role at Flipkart requiring skills in Django and more.,3.1,24,5288
JOB20257044,Data Scientist,Manufacturing,Bangalore,Flipkart,Master's,Fresher,501435,Yes,Yes,Contract,"Java, Node.js, JavaScript, Data Analysis",2025-03-01,2025-03-11,4,Data Scientist role at Flipkart requiring skills in Java and more.,3.0,16,0
JOB20257045,Product Manager,Manufacturing,Hyderabad,Flipkart,PhD,1-2 years,515454,No,Yes,Contract,"Machine Learning, React, Node.js",2025-03-24,2025-04-21,4,Product Manager role at Flipkart requiring skills in Machine Learning and more.,4.2,24,0
JOB20257046,Machine Learning Engineer,Retail,Remote,Amazon,Bachelor's,Fresher,311406,Yes,No,Full-time,"Machine Learning, Python, React, Django, AWS",2025-03-24,2025-04-22,4,Machine Learning Engineer role at Amazon requiring skills in Machine Learning and more.,3.9,16,0
JOB20257047,Data Scientist,Finance,Gurgaon,Wipro,PhD,Fresher,466679,No,No,Internship,"React, Data Analysis, Django",2025-02-23,2025-03-19,4,Data Scientist role at Wipro requiring skills in React and more.,4.8,23,5914
JOB20257048,Data Scientist,Finance,Remote,Amazon,Bachelor's,10+ years,2322856,Yes,Yes,Internship,"Java, JavaScript, Django, Node.js",2025-04-04,2025-04-17,1,Data Scientist role at Amazon requiring skills in Java and more.,5.0,7,5877
JOB20257049,Data Scientist,Media,Mumbai,Accenture,Bachelor's,3-5 years,1126798,Yes,Yes,Contract,"SQL, JavaScript",2025-02-23,2025-03-20,5,Data Scientist role at Accenture requiring skills in SQL and more.,3.3,55,0
JOB20257050,DevOps Engineer,Education,Hyderabad,Accenture,Diploma,3-5 years,885615,No,Yes,Full-time,"Python, JavaScript",2025-02-21,2025-03-20,5,DevOps Engineer role at Accenture requiring skills in Python and more.,4.0,10,0
JOB20257051,Product Manager,Finance,Ahmedabad,Paytm,Diploma,3-5 years,1116443,Yes,Yes,Full-time,"Python, Java, SQL",2025-03-29,2025-04-13,5,Product Manager role at Paytm requiring skills in Python and more.,3.4,25,0
JOB20257052,Frontend Developer,Education,Mumbai,Accenture,PhD,6-10 years,1715887,Yes,Yes,Full-time,"Data Analysis, JavaScript, Java, Node.js",2025-02-26,2025-03-16,4,Frontend Developer role at Accenture requiring skills in Data Analysis and more.,2.6,26,0
JOB20257053,Product Manager,Healthcare,Pune,Paytm,High School,10+ years,2144612,No,Yes,Part-time,"SQL, Java",2025-03-05,2025-03-28,2,Product Manager role at Paytm requiring skills in SQL and more.,2.5,60,0
JOB20257054,Data Scientist,Telecom,Ahmedabad,Flipkart,Diploma,3-5 years,915916,No,No,Contract,"Node.js, Java, React, Machine Learning",2025-03-05,2025-03-17,4,Data Scientist role at Flipkart requiring skills in Node.js and more.,3.0,31,0
JOB20257055,Data Scientist,Education,Remote,Microsoft,Master's,10+ years,3203613,Yes,Yes,Full-time,"Data Analysis, SQL, JavaScript",2025-03-25,2025-04-20,1,Data Scientist role at Microsoft requiring skills in Data Analysis and more.,3.2,24,0
JOB20257056,Machine Learning Engineer,Finance,Ahmedabad,Flipkart,Master's,10+ years,3076534,Yes,Yes,Full-time,"Machine Learning, React, AWS",2025-03-27,2025-04-24,4,Machine Learning Engineer role at Flipkart requiring skills in Machine Learning and more.,3.4,35,0
JOB20257057,Frontend Developer,Retail,Chennai,Accenture,Diploma,6-10 years,1899382,Yes,Yes,Part-time,"Node.js, AWS, Django, SQL, Data Analysis",2025-03-20,2025-04-10,2,Frontend Developer role at Accenture requiring skills in Node.js and more.,3.7,11,0
JOB20257058,UI/UX Designer,Technology,Hyderabad,Paytm,High School,Fresher,470765,No,Yes,Full-time,"React, Machine Learning",2025-03-14,2025-03-25,5,UI/UX Designer role at Paytm requiring skills in React and more.,3.7,14,0
JOB20257059,Data Scientist,Telecom,Mumbai,Amazon,PhD,3-5 years,1001374,Yes,Yes,Full-time,"Java, JavaScript, AWS, Machine Learning, Python",2025-04-09,2025-04-24,1,Data Scientist role at Amazon requiring skills in Java and more.,2.9,53,0
JOB20257060,DevOps Engineer,Technology,Pune,Flipkart,PhD,6-10 years,1510024,Yes,Yes,Part-time,"Data Analysis, React, Machine Learning, Java",2025-03-21,2025-04-17,2,DevOps Engineer role at Flipkart requiring skills in Data Analysis and more.,2.7,53,0
JOB20257061,Product Manager,Finance,Chennai,Microsoft,Bachelor's,10+ years,2807735,No,No,Part-time,"SQL, Python, Django, React",2025-02-20,2025-03-15,2,Product Manager role at Microsoft requiring skills in SQL and more.,3.1,9,0
JOB20257062,Frontend Developer,Education,Delhi,Wipro,Bachelor's,6-10 years,1589945,No,No,Part-time,"React, AWS, SQL, Data Analysis, Django",2025-03-17,2025-04-12,4,Frontend Developer role at Wipro requiring skills in React and more.,2.8,20,0
JOB20257063,DevOps Engineer,Manufacturing,Pune,Paytm,PhD,10+ years,2635661,Yes,No,Internship,"Java, JavaScript, Python, React, AWS",2025-04-18,2025-05-12,4,DevOps Engineer role at Paytm requiring skills in Java and more.,4.6,39,5211
JOB20257064,Product Manager,Media,Mumbai,Accenture,Master's,3-5 years,982688,Yes,Yes,Part-time,"SQL, AWS, React",2025-02-26,2025-03-12,2,Product Manager role at Accenture requiring skills in SQL and more.,4.4,17,0
JOB20257065,DevOps Engineer,Technology,Chennai,Flipkart,Master's,Fresher,444412,No,No,Internship,"Node.js, AWS, Java",2025-03-08,2025-03-20,1,DevOps Engineer role at Flipkart requiring skills in Node.js and more.,3.7,34,6905
JOB20257066,Product Manager,Finance,Gurgaon,Infosys,Diploma,Fresher,306959,No,No,Part-time,"Machine Learning, Django, Java, Data Analysis",2025-02-23,2025-03-16,3,Product Manager role at Infosys requiring skills in Machine Learning and more.,3.9,54,0
JOB20257067,Business Analyst,Media,Mumbai,Flipkart,PhD,6-10 years,1299274,Yes,No,Full-time,"React, SQL, Django",2025-03-10,2025-03-22,4,Business Analyst role at Flipkart requiring skills in React and more.,3.9,27,0
JOB20257068,Software Engineer,Education,Hyderabad,Capgemini,PhD,10+ years,2154222,No,Yes,Full-time,"AWS, JavaScript, SQL, Data Analysis, Node.js",2025-02-27,2025-03-18,2,Software Engineer role at Capgemini requiring skills in AWS and more.,3.8,28,0
JOB20257069,Software Engineer,Energy,Pune,Capgemini,Diploma,6-10 years,1284882,No,Yes,Internship,"AWS, Java, SQL, Django, Data Analysis",2025-04-02,2025-04-24,1,Software Engineer role at Capgemini requiring skills in AWS and more.,2.5,34,6149
JOB20257070,Backend Developer,Healthcare,Remote,Wipro,Bachelor's,6-10 years,1828104,Yes,No,Full-time,"Django, Node.js, Data Analysis",2025-03-22,2025-04-07,4,Backend Developer role at Wipro requiring skills in Django and more.,4.6,49,0
JOB20257071,Backend Developer,Media,Mumbai,Paytm,Master's,Fresher,414898,Yes,Yes,Contract,"Machine Learning, SQL",2025-04-13,2025-04-26,5,Backend Developer role at Paytm requiring skills in Machine Learning and more.,2.6,11,0
JOB20257072,Product Manager,Technology,Noida,Paytm,PhD,Fresher,510250,No,No,Part-time,"SQL, Java",2025-03-11,2025-04-06,2,Product Manager role at Paytm requiring skills in SQL and more.,5.0,11,0
JOB20257073,Frontend Developer,Energy,Hyderabad,Capgemini,Diploma,6-10 years,1851956,Yes,Yes,Full-time,"React, Node.js, JavaScript",2025-03-06,2025-04-05,4,Frontend Developer role at Capgemini requiring skills in React and more.,3.9,9,0
JOB20257074,Backend Developer,Healthcare,Ahmedabad,Flipkart,High School,6-10 years,1989062,No,Yes,Full-time,"Data Analysis, JavaScript, Java, React, Node.js",2025-03-03,2025-03-21,4,Backend Developer role at Flipkart requiring skills in Data Analysis and more.,4.3,16,0
JOB20257075,Software Engineer,Logistics,Mumbai,Paytm,PhD,3-5 years,1010198,Yes,No,Part-time,"Django, Node.js, JavaScript, SQL, React",2025-04-01,2025-05-01,4,Software Engineer role at Paytm requiring skills in Django and more.,4.0,8,0
JOB20257076,Cybersecurity Analyst,Retail,Hyderabad,Capgemini,Master's,Fresher,599880,Yes,Yes,Internship,"Node.js, Data Analysis, React",2025-03-29,2025-04-16,1,Cybersecurity Analyst role at Capgemini requiring skills in Node.js and more.,2.5,34,20350
JOB20257077,Software Engineer,Finance,Ahmedabad,Flipkart,High School,6-10 years,1597033,No,No,Part-time,"Node.js, AWS, JavaScript, Java",2025-03-11,2025-03-23,1,Software Engineer role at Flipkart requiring skills in Node.js and more.,4.0,36,0
JOB20257078,Frontend Developer,Energy,Ahmedabad,Google,PhD,10+ years,3211066,No,No,Part-time,"SQL, Data Analysis, Python, Node.js",2025-04-14,2025-05-11,2,Frontend Developer role at Google requiring skills in SQL and more.,3.5,18,0
JOB20257079,Business Analyst,Healthcare,Bangalore,Paytm,Master's,Fresher,558512,No,No,Internship,"React, Data Analysis, Python",2025-02-19,2025-03-05,3,Business Analyst role at Paytm requiring skills in React and more.,3.8,7,10656
JOB20257080,UI/UX Designer,Retail,Hyderabad,Microsoft,Master's,6-10 years,1999296,Yes,No,Part-time,"SQL, Django, Machine Learning, Data Analysis",2025-03-27,2025-04-09,2,UI/UX Designer role at Microsoft requiring skills in SQL and more.,4.7,50,0
JOB20257081,DevOps Engineer,Media,Remote,TCS,High School,Fresher,523578,Yes,Yes,Part-time,"Node.js, Django, Java, Python, AWS",2025-03-25,2025-04-04,1,DevOps Engineer role at TCS requiring skills in Node.js and more.,3.1,14,0
JOB20257082,Backend Developer,Education,Noida,Google,Bachelor's,3-5 years,966135,No,Yes,Internship,"Django, React, Java, JavaScript, Node.js",2025-03-02,2025-03-31,5,Backend Developer role at Google requiring skills in Django and more.,4.6,39,16376
JOB20257083,Business Analyst,Technology,Noida,Paytm,Bachelor's,6-10 years,1549531,No,Yes,Contract,"JavaScript, Python",2025-03-16,2025-04-03,3,Business Analyst role at Paytm requiring skills in JavaScript and more.,4.0,43,0
JOB20257084,Business Analyst,Telecom,Bangalore,Accenture,PhD,Fresher,598625,Yes,No,Part-time,"Node.js, JavaScript, Machine Learning, SQL, AWS",2025-03-18,2025-04-13,2,Business Analyst role at Accenture requiring skills in Node.js and more.,4.3,21,0
JOB20257085,Backend Developer,Education,Pune,Wipro,Master's,3-5 years,1005064,No,No,Contract,"Data Analysis, AWS, Django, Machine Learning",2025-02-25,2025-03-23,3,Backend Developer role at Wipro requiring skills in Data Analysis and more.,3.1,31,0
JOB20257086,Cybersecurity Analyst,Logistics,Hyderabad,Accenture,Master's,6-10 years,1763050,No,No,Contract,"React, Django, SQL",2025-03-14,2025-03-28,3,Cybersecurity Analyst role at Accenture requiring skills in React and more.,3.7,36,0
JOB20257087,UI/UX Designer,Education,Mumbai,Infosys,High School,3-5 years,1009286,No,No,Part-time,"AWS, JavaScript, Python, SQL",2025-04-12,2025-05-12,4,UI/UX Designer role at Infosys requiring skills in AWS and more.,3.2,37,0
JOB20257088,Business Analyst,Retail,Pune,Flipkart,Diploma,10+ years,2191842,No,Yes,Part-time,"Machine Learning, AWS, React, SQL, JavaScript",2025-02-24,2025-03-12,5,Business Analyst role at Flipkart requiring skills in Machine Learning and more.,4.3,26,0
JOB20257089,Data Scientist,Telecom,Chennai,TCS,Bachelor's,Fresher,447526,No,No,Internship,"Java, Machine Learning, Node.js",2025-02-22,2025-03-21,2,Data Scientist role at TCS requiring skills in Java and more.,2.6,16,8222
JOB20257090,Cybersecurity Analyst,Finance,Chennai,Flipkart,PhD,6-10 years,1989175,No,No,Internship,"Java, AWS, Node.js, Machine Learning, Python",2025-03-21,2025-03-31,3,Cybersecurity Analyst role at Flipkart requiring skills in Java and more.,4.6,9,7107
JOB20257091,Machine Learning Engineer,Media,Bangalore,Wipro,Master's,1-2 years,677373,No,Yes,Contract,"Machine Learning, AWS, React, SQL, Data Analysis",2025-03-28,2025-04-19,4,Machine Learning Engineer role at Wipro requiring skills in Machine Learning and more.,4.8,9,0
JOB20257092,Cybersecurity Analyst,Healthcare,Gurgaon,Amazon,Master's,3-5 years,1064782,Yes,No,Part-time,"Java, Node.js, JavaScript, React",2025-03-09,2025-04-08,3,Cybersecurity Analyst role at Amazon requiring skills in Java and more.,4.1,24,0
JOB20257093,Backend Developer,Logistics,Gurgaon,Google,Diploma,1-2 years,764338,Yes,Yes,Part-time,"SQL, React",2025-02-26,2025-03-18,3,Backend Developer role at Google requiring skills in SQL and more.,4.8,24,0
JOB20257094,Frontend Developer,Manufacturing,Bangalore,Amazon,Master's,3-5 years,1080257,Yes,Yes,Full-time,"Data Analysis, AWS, JavaScript",2025-02-24,2025-03-16,3,Frontend Developer role at Amazon requiring skills in Data Analysis and more.,2.5,51,0
JOB20257095,Backend Developer,Education,Hyderabad,Microsoft,Master's,6-10 years,1925191,Yes,No,Internship,"JavaScript, SQL",2025-04-02,2025-04-21,4,Backend Developer role at Microsoft requiring skills in JavaScript and more.,3.4,51,8840
JOB20257096,Frontend Developer,Retail,Bangalore,Capgemini,Bachelor's,10+ years,2432106,No,No,Part-time,"SQL, JavaScript, React",2025-03-12,2025-03-30,2,Frontend Developer role at Capgemini requiring skills in SQL and more.,2.9,7,0
JOB20257097,Machine Learning Engineer,Technology,Noida,Wipro,High School,1-2 years,777128,No,Yes,Part-time,"Java, Node.js, SQL, React",2025-04-14,2025-04-30,1,Machine Learning Engineer role at Wipro requiring skills in Java and more.,4.6,31,0
JOB20257098,UI/UX Designer,Finance,Chennai,Wipro,Bachelor's,3-5 years,950734,Yes,Yes,Internship,"Machine Learning, Django, AWS",2025-03-11,2025-03-21,1,UI/UX Designer role at Wipro requiring skills in Machine Learning and more.,4.9,60,18527
JOB20257099,Machine Learning Engineer,Healthcare,Delhi,Capgemini,Bachelor's,3-5 years,998169,No,Yes,Contract,"Data Analysis, Python",2025-03-18,2025-04-05,3,Machine Learning Engineer role at Capgemini requiring skills in Data Analysis and more.,3.5,54,0
JOB20257100,Data Scientist,Finance,Hyderabad,Google,Diploma,Fresher,386841,Yes,No,Internship,"Python, Machine Learning, Django",2025-04-01,2025-04-20,1,Data Scientist role at Google requiring skills in Python and more.,3.2,52,7446
JOB20257101,UI/UX Designer,Finance,Pune,Flipkart,Bachelor's,10+ years,2220627,Yes,Yes,Part-time,"React, Java, Machine Learning, Node.js",2025-04-17,2025-05-03,3,UI/UX Designer role at Flipkart requiring skills in React and more.,4.0,39,0
JOB20257102,Backend Developer,Finance,Ahmedabad,TCS,Master's,Fresher,566269,Yes,Yes,Contract,"Machine Learning, AWS",2025-03-12,2025-04-09,5,Backend Developer role at TCS requiring skills in Machine Learning and more.,4.4,58,0
JOB20257103,Cybersecurity Analyst,Telecom,Noida,Infosys,Master's,1-2 years,659929,No,Yes,Contract,"Java, React, Django",2025-03-10,2025-03-25,2,Cybersecurity Analyst role at Infosys requiring skills in Java and more.,3.6,19,0
JOB20257104,Product Manager,Energy,Remote,Google,Bachelor's,1-2 years,690522,Yes,No,Internship,"Python, Django, JavaScript",2025-03-30,2025-04-29,2,Product Manager role at Google requiring skills in Python and more.,3.7,13,16926
JOB20257105,Machine Learning Engineer,Media,Remote,TCS,High School,Fresher,449468,Yes,No,Part-time,"Node.js, React, Data Analysis",2025-03-20,2025-04-13,5,Machine Learning Engineer role at TCS requiring skills in Node.js and more.,2.7,60,0
JOB20257106,DevOps Engineer,Logistics,Chennai,Google,Diploma,1-2 years,615928,No,No,Part-time,"AWS, SQL, Python, Django",2025-03-09,2025-04-07,3,DevOps Engineer role at Google requiring skills in AWS and more.,3.2,43,0
JOB20257107,DevOps Engineer,Technology,Ahmedabad,Google,High School,1-2 years,569987,No,Yes,Contract,"Java, Data Analysis",2025-04-05,2025-04-29,4,DevOps Engineer role at Google requiring skills in Java and more.,4.0,18,0
JOB20257108,UI/UX Designer,Energy,Bangalore,Amazon,PhD,10+ years,3427493,Yes,No,Internship,"Python, Machine Learning",2025-03-08,2025-04-05,2,UI/UX Designer role at Amazon requiring skills in Python and more.,3.8,15,17742
JOB20257109,UI/UX Designer,Healthcare,Noida,Infosys,High School,3-5 years,1082748,No,No,Internship,"Data Analysis, AWS",2025-02-27,2025-03-12,4,UI/UX Designer role at Infosys requiring skills in Data Analysis and more.,4.6,47,11158
JOB20257110,Cybersecurity Analyst,Manufacturing,Pune,TCS,Diploma,6-10 years,1597929,Yes,Yes,Internship,"AWS, SQL, Node.js, Django, Machine Learning",2025-03-28,2025-04-13,2,Cybersecurity Analyst role at TCS requiring skills in AWS and more.,3.9,30,20729
JOB20257111,Product Manager,Energy,Hyderabad,Capgemini,Diploma,10+ years,3407744,Yes,Yes,Internship,"Data Analysis, Python, Node.js, AWS",2025-02-27,2025-03-28,5,Product Manager role at Capgemini requiring skills in Data Analysis and more.,4.2,22,11247
JOB20257112,Frontend Developer,Media,Pune,Microsoft,Diploma,Fresher,451747,Yes,Yes,Internship,"JavaScript, Django, Python",2025-03-15,2025-04-06,5,Frontend Developer role at Microsoft requiring skills in JavaScript and more.,3.0,22,23076
JOB20257113,UI/UX Designer,Energy,Noida,Amazon,PhD,Fresher,484040,No,No,Full-time,"JavaScript, Data Analysis",2025-04-07,2025-04-17,2,UI/UX Designer role at Amazon requiring skills in JavaScript and more.,4.4,38,0
JOB20257114,UI/UX Designer,Energy,Chennai,Capgemini,Diploma,10+ years,2728202,No,No,Full-time,"Node.js, Django, JavaScript",2025-04-17,2025-04-30,3,UI/UX Designer role at Capgemini requiring skills in Node.js and more.,2.6,48,0
JOB20257115,UI/UX Designer,Education,Hyderabad,TCS,PhD,1-2 years,687881,No,Yes,Internship,"JavaScript, Django, React, Java, Data Analysis",2025-04-10,2025-04-25,1,UI/UX Designer role at TCS requiring skills in JavaScript and more.,2.6,54,11585
JOB20257116,Data Scientist,Logistics,Mumbai,Google,PhD,3-5 years,1068860,No,No,Part-time,"Django, Data Analysis, AWS, Node.js, JavaScript",2025-02-27,2025-03-25,4,Data Scientist role at Google requiring skills in Django and more.,4.5,35,0
JOB20257117,Backend Developer,Telecom,Gurgaon,Wipro,Diploma,10+ years,2907467,Yes,Yes,Internship,"JavaScript, AWS, Django",2025-03-14,2025-04-07,2,Backend Developer role at Wipro requiring skills in JavaScript and more.,3.7,13,15115
JOB20257118,Software Engineer,Retail,Noida,Infosys,Master's,Fresher,598406,No,No,Internship,"Django, Node.js, Data Analysis, Machine Learning",2025-03-06,2025-03-28,5,Software Engineer role at Infosys requiring skills in Django and more.,4.8,21,19428
JOB20257119,Product Manager,Logistics,Pune,Flipkart,PhD,6-10 years,1322550,No,Yes,Internship,"Node.js, Python, Django, SQL, Data Analysis",2025-04-12,2025-04-30,5,Product Manager role at Flipkart requiring skills in Node.js and more.,2.8,30,14346
JOB20257120,Cybersecurity Analyst,Telecom,Mumbai,Infosys,Master's,6-10 years,1839319,No,No,Contract,"Node.js, Machine Learning, React",2025-03-09,2025-03-30,2,Cybersecurity Analyst role at Infosys requiring skills in Node.js and more.,2.9,54,0
JOB20257121,Cybersecurity Analyst,Healthcare,Noida,Flipkart,Bachelor's,1-2 years,759786,Yes,Yes,Internship,"Node.js, JavaScript, React",2025-02-25,2025-03-19,3,Cybersecurity Analyst role at Flipkart requiring skills in Node.js and more.,4.0,55,8128
JOB20257122,Frontend Developer,Retail,Gurgaon,Infosys,Diploma,3-5 years,1115154,No,Yes,Internship,"Java, React",2025-03-28,2025-04-12,3,Frontend Developer role at Infosys requiring skills in Java and more.,2.6,56,24423
JOB20257123,Cybersecurity Analyst,Retail,Mumbai,TCS,Diploma,6-10 years,1878135,No,No,Internship,"Python, React, SQL, Java",2025-03-15,2025-04-10,5,Cybersecurity Analyst role at TCS requiring skills in Python and more.,4.1,59,16541
JOB20257124,Business Analyst,Education,Chennai,Google,Master's,Fresher,406480,Yes,Yes,Internship,"JavaScript, Django",2025-04-02,2025-04-28,2,Business Analyst role at Google requiring skills in JavaScript and more.,3.8,15,13376
JOB20257125,Business Analyst,Healthcare,Chennai,Wipro,Diploma,Fresher,345014,Yes,No,Full-time,"React, Django, Node.js",2025-02-19,2025-03-17,4,Business Analyst role at Wipro requiring skills in React and more.,2.7,7,0
JOB20257126,Cybersecurity Analyst,Telecom,Chennai,Capgemini,High School,3-5 years,1130503,Yes,No,Internship,"Django, Data Analysis, Java",2025-04-16,2025-05-16,2,Cybersecurity Analyst role at Capgemini requiring skills in Django and more.,3.3,41,18879
JOB20257127,Product Manager,Manufacturing,Pune,Wipro,High School,1-2 years,720541,Yes,No,Full-time,"Django, AWS, React, Data Analysis, JavaScript",2025-03-03,2025-04-02,2,Product Manager role at Wipro requiring skills in Django and more.,4.3,10,0
JOB20257128,Frontend Developer,Logistics,Remote,Flipkart,Master's,6-10 years,1237386,Yes,Yes,Part-time,"Python, Node.js, AWS, Java, Django",2025-04-04,2025-04-20,5,Frontend Developer role at Flipkart requiring skills in Python and more.,2.7,27,0
JOB20257129,Backend Developer,Finance,Delhi,Amazon,PhD,3-5 years,868778,No,Yes,Full-time,"Machine Learning, SQL",2025-03-18,2025-04-02,5,Backend Developer role at Amazon requiring skills in Machine Learning and more.,4.7,42,0
JOB20257130,Data Scientist,Retail,Bangalore,Paytm,PhD,Fresher,455189,Yes,No,Part-time,"Java, Machine Learning",2025-03-26,2025-04-11,1,Data Scientist role at Paytm requiring skills in Java and more.,4.3,36,0
JOB20257131,Data Scientist,Manufacturing,Noida,Capgemini,Master's,6-10 years,1656160,Yes,Yes,Full-time,"SQL, JavaScript",2025-03-19,2025-04-04,5,Data Scientist role at Capgemini requiring skills in SQL and more.,3.4,41,0
JOB20257132,Software Engineer,Healthcare,Noida,Infosys,Bachelor's,1-2 years,787045,Yes,Yes,Internship,"JavaScript, Machine Learning, React, Django, Data Analysis",2025-03-07,2025-03-23,4,Software Engineer role at Infosys requiring skills in JavaScript and more.,4.6,60,10184
JOB20257133,UI/UX Designer,Logistics,Noida,Infosys,Bachelor's,6-10 years,1315148,Yes,No,Part-time,"Java, Data Analysis",2025-03-29,2025-04-28,4,UI/UX Designer role at Infosys requiring skills in Java and more.,3.7,26,0
JOB20257134,UI/UX Designer,Technology,Pune,Microsoft,High School,10+ years,2136629,Yes,No,Contract,"Node.js, React, Java",2025-03-01,2025-03-13,5,UI/UX Designer role at Microsoft requiring skills in Node.js and more.,2.7,32,0
JOB20257135,Frontend Developer,Logistics,Mumbai,Google,Bachelor's,1-2 years,724396,No,Yes,Contract,"Django, AWS, Python",2025-04-09,2025-05-01,4,Frontend Developer role at Google requiring skills in Django and more.,4.6,40,0
JOB20257136,Data Scientist,Technology,Hyderabad,TCS,PhD,10+ years,2532376,No,No,Internship,"AWS, Python, Machine Learning, SQL, Java",2025-04-09,2025-04-30,5,Data Scientist role at TCS requiring skills in AWS and more.,3.0,48,22259
JOB20257137,UI/UX Designer,Finance,Chennai,Amazon,High School,1-2 years,536961,No,Yes,Full-time,"React, Machine Learning, AWS, JavaScript",2025-03-15,2025-03-29,1,UI/UX Designer role at Amazon requiring skills in React and more.,3.1,40,0
JOB20257138,UI/UX Designer,Healthcare,Remote,Amazon,Bachelor's,10+ years,2881317,Yes,No,Contract,"JavaScript, SQL, Data Analysis",2025-03-27,2025-04-08,1,UI/UX Designer role at Amazon requiring skills in JavaScript and more.,3.4,19,0
JOB20257139,DevOps Engineer,Education,Gurgaon,Google,High School,10+ years,2928225,No,Yes,Internship,"SQL, Python",2025-03-16,2025-04-05,4,DevOps Engineer role at Google requiring skills in SQL and more.,3.8,40,9963
JOB20257140,Cybersecurity Analyst,Media,Hyderabad,Google,PhD,10+ years,3152002,Yes,No,Internship,"Machine Learning, React",2025-03-22,2025-04-14,4,Cybersecurity Analyst role at Google requiring skills in Machine Learning and more.,3.6,36,13769
JOB20257141,DevOps Engineer,Finance,Gurgaon,Wipro,High School,10+ years,3307150,No,No,Full-time,"AWS, Django, Data Analysis, Python",2025-02-28,2025-03-14,3,DevOps Engineer role at Wipro requiring skills in AWS and more.,4.2,59,0
JOB20257142,UI/UX Designer,Education,Chennai,Microsoft,Master's,Fresher,348614,No,Yes,Internship,"Machine Learning, Python, JavaScript, Data Analysis, Django",2025-04-17,2025-05-10,5,UI/UX Designer role at Microsoft requiring skills in Machine Learning and more.,2.9,7,19717
JOB20257143,Backend Developer,Media,Chennai,Google,PhD,1-2 years,533074,No,Yes,Internship,"JavaScript, Django, React, Java",2025-03-31,2025-04-28,5,Backend Developer role at Google requiring skills in JavaScript and more.,4.9,52,18113
JOB20257144,UI/UX Designer,Technology,Pune,Microsoft,Diploma,Fresher,313266,Yes,No,Contract,"SQL, Django, Node.js, JavaScript, Python",2025-03-10,2025-03-30,5,UI/UX Designer role at Microsoft requiring skills in SQL and more.,2.6,16,0
JOB20257145,DevOps Engineer,Education,Pune,Flipkart,Master's,10+ years,2472114,No,Yes,Full-time,"Django, React, Java, Node.js, AWS",2025-04-10,2025-05-01,3,DevOps Engineer role at Flipkart requiring skills in Django and more.,4.3,51,0
JOB20257146,DevOps Engineer,Energy,Gurgaon,Infosys,Diploma,1-2 years,660353,No,Yes,Full-time,"Data Analysis, Python, Machine Learning",2025-03-27,2025-04-22,2,DevOps Engineer role at Infosys requiring skills in Data Analysis and more.,4.0,37,0
